'Velocity (m/s)', 'Force parallel v (N)', 'Force normal v (N)', "Particles per tick", 'Time to complete (s)', 'Time of completion','Angular velocity (rad/s)'
5,0.0461614245841286,0.014800687213417407,15,9,Fri Apr 24 22:57:39 2026,1.0
5,0.042676263839255,0.0018098252338494517,15,9,Fri Apr 24 22:58:47 2026,1.0
5,0.04358254471279048,-0.0011839841486533768,15,9,Fri Apr 24 22:58:59 2026,1.0
5,0.0498423549585203,0.004763570994319957,15,9,Fri Apr 24 22:59:09 2026,1.0
4,0.02699713916811736,0.0006327155695090588,15,12,Fri Apr 24 23:03:04 2026,0.0
4,0.029152179583862896,-1.228509791633829e-05,15,13,Fri Apr 24 23:03:54 2026,0.0
4,0.027405105895063432,-0.0008870230509443076,15,12,Fri Apr 24 23:04:14 2026,0.0
4,0.048027281424549616,0.010478086665939211,15,10,Fri Apr 24 23:08:09 2026,1.0
4,0.03234736881002407,0.008413360229781482,15,8,Fri Apr 24 23:08:21 2026,1.0
4,0.03273219677377507,0.0005756298814594944,15,8,Fri Apr 24 23:08:59 2026,1.0
4,0.026830278004311398,0.007261244743434272,15,9,Fri Apr 24 23:09:11 2026,1.0
4,0.04366838479752421,0.003724110258129783,15,9,Fri Apr 24 23:09:21 2026,1.0
4,0.02386709483802102,0.008963236713728326,15,8,Fri Apr 24 23:09:32 2026,1.0
3,0.018476931296393266,0.0009195018002259974,15,12,Sat Apr 25 00:40:29 2026,0.0
3,0.023625205366259873,-0.00026708996126436507,15,13,Sat Apr 25 00:41:42 2026,0.0
3,0.019789993377403416,0.0002082914049837238,15,12,Sat Apr 25 00:42:06 2026,0.0
3,0.0249098354144435,0.009841115080011134,15,10,Sat Apr 25 00:56:01 2026,1.0
3,0.028030503251905148,-0.002305442490697693,15,10,Sat Apr 25 00:58:32 2026,1.0
3,0.02520363874571004,0.005267424397856826,15,10,Sat Apr 25 00:58:49 2026,1.0
3,0.026516708824481827,0.004112293223559151,15,11,Sat Apr 25 01:00:02 2026,1.0
3,0.03208705828885555,0.007402691659651518,15,10,Sat Apr 25 01:00:16 2026,1.0
3,0.020161135693817896,-0.005588446989320336,15,10,Sat Apr 25 01:00:30 2026,1.0
2,0.010122891383766977,-0.0003779476272225246,15,15,Sat Apr 25 01:07:26 2026,0.0
2,0.010946120005539926,-0.00011312671922824151,15,13,Sat Apr 25 01:07:46 2026,0.0
2,0.012547740401845999,-0.0001393532572771933,15,13,Sat Apr 25 01:08:00 2026,0.0
2,0.01466178895183179,0.006358040845089295,15,10,Sat Apr 25 01:20:43 2026,1.0
2,0.011730064564844784,0.001573994974931371,15,9,Sat Apr 25 01:21:21 2026,1.0
2,0.015488533633142905,-0.0026435189017209363,15,8,Sat Apr 25 01:21:34 2026,1.0
2,0.010269158268533352,0.005328723269312077,15,8,Sat Apr 25 01:21:44 2026,1.0
2,0.018256151565759077,-0.00397896108856067,15,8,Sat Apr 25 01:23:04 2026,1.0
2,0.01593789029946744,-0.007346532371240613,15,8,Sat Apr 25 01:23:15 2026,1.0
1,0.011334552823337429,-0.0003813347424854031,25,19,Sat Apr 25 02:27:59 2026,0.0
1,0.009432470716434237,0.0011081879199758482,25,20,Sat Apr 25 02:31:19 2026,0.0
1,0.008611302463808479,9.468325089986946e-05,25,20,Sat Apr 25 02:31:51 2026,0.0
1,0.009201906132322656,-0.00042280960052270926,25,21,Sat Apr 25 02:32:31 2026,0.0
1,0.008707163808368269,-0.00025340136921660157,25,21,Sat Apr 25 02:33:36 2026,0.0
1,0.01105644707815104,0.0005246474545885922,25,23,Sat Apr 25 02:34:18 2026,0.0
1,0.012560210415052927,-0.00019895766518774762,25,20,Sat Apr 25 01:59:54 2026,1.0
1,0.005019062559808014,-0.00134384761747094,25,8,Sat Apr 25 02:10:02 2026,1.0
1,0.01045093765411781,-0.0013943428055659714,25,7,Sat Apr 25 02:10:12 2026,1.0
1,0.015968945516820345,0.001706532952755559,25,7,Sat Apr 25 02:10:22 2026,1.0
1,0.012479678547133007,0.0007477427088921268,25,8,Sat Apr 25 02:10:41 2026,1.0
1,0.016405837536610773,-0.0012409071586661883,25,7,Sat Apr 25 02:12:19 2026,1.0
